 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Mobile, Helpline, Email, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer, Category, License #
Arpan Blood Bank,Maharashtra,DHULE,Dhule,"Atul Medical and Rehabilitation Society, Arpan Blood Bank,  Jain Oswal Boarding, Ganpati Road, Near Santoshi Mata Mandir, Dhule, Nashik ",424001,"02562 229163, 02562 229164, 02562 229165 ","09881907646, 09975000000",,,Dr. Seema Patil  ,"02562 229163, 02562 229164, 02562 229165 ",9822324340,seemap@arpanbloodbank.org,Charity,NKD/50  
 Late  Shri Mukeshbai Patel Blood Bank ,Maharashtra,DHULE,Dhule,"Shree Swami  Samartha Vaidyakiya  Shaikshanik and Sanshodhan Sanstha, Late  Shri Mukeshbai Patel Blood Bank, 1st Floor, Agrasen  Patpedhi, Maharaja Complex  Shirpur, Dhule ",424001,"09823142895, 08421756756",8180062242,, bb_shirpur@yahoo.com,Dr. Pradeep Sonawane ,"09823142895, 08421756756",8180062242,"bb_shirpur@yahoo.com, vilas1505@yahoo.in",Charity,NKD/52
Sub-District Rural Hospital Blood Bank,Maharashtra,GADCHIROLI,Gadchiroli,"Aheri, At Post and Tal., Aheri, Gadchiroli",442705,07133 272072,9421925298,,ms.sdhaheri@gmail.com,"Dr.Kanna Madavi, Dr Rajashree Salunkhe   ","07133 272072, 07133 272074","09423121760, 09422021806",ms.sdhaheri@gmail.com,Government,ND/28 
Civil Surgeon - General Hospital Blood Bank,Maharashtra,GADCHIROLI,Gadchiroli,"Gadchiroli, General Hospital Blood Bank, Gadchiroli",442605,"07132 222056, 07132 222644",9421925298,,bloodbankgadchiroli@gmail.com,Dr. S. T. Maidamwar   ,07132 222056,9421925298,"bloodbankgadchiroli@gmail.com, csghgadchiroli@gmail.com, csghgadchiroli33@gmail.com",Government,ND/24 
Bai Gangabai Ladies Hospital Blood Bank,Maharashtra,GONDIA,Gondia,"Gondia, Bai Gangabai Ladies Hospital Blood Bank, Civil Lines,  Gondia",441601,07182 232606,7721039074,,msbgwhgondia@gmail.com,Dr. Bhawana Bajare                                            ,07182 232606,7721039074,"gondiabloodbank@gmail.com,msbgwhgondia@gmail.com,  cs_gondia@rediffmail.com",Government,ND/27  
Civil Surgeon - District General Hospital Blood Bank,Maharashtra,HINGOLI,Hingoli,"Akola Road Risala Bazar, Hingoli",431513,02456 224118,9422295417,,Bloodbankhingoli@gmail.com,Dr. V. Y. Karpe,02456 224118,9422295417,"vitthalkarpe55@gmail.com, ",Government,AD/BB/27 
Civil Hospital Blood Bank,Maharashtra,JALGAON,Jalgaon,"Civil Hospital Blood Bank, Dixit Wadi, Zilha Peth, Jalgaon",425001,"0257 2226642, 0257 2252145",9766148307,,,"Dr. Kolhe, Dr. Suraj Wani , Dr. Dheeraj Maheshwari, Dr. N. B Ghadge",0257 2226642,"09822771478, 09422290537, 09403384748, 09423473044","drsurajwani@gmail.com, chjbbjal@gmail.com, cs_jalgon@rediffmail.com",Government,1037
Madhavrao Golwalkar Swayamsevi Blood Bank,Maharashtra,JALGAON,Jalgaon,"11-255-J-JMP Market, Chitra Chowk, Near Kombadi Bazar, Jalgaon",425001,"0257 2234590, 0257 2261979",9421038123,,,,,,,Charity,
Jeevan Surabhi Blood Bank,Maharashtra,JALGAON,Jalgaon,"Kargaon Road, Laxmi nagar,  Chalisgaon, Jalgaon",424101,02589 223833,9823232307,,jsbb@live.in,Dr. Maganalan Jinturkar ,02589 223833,9762225822,jsbb@live.in,Charity,NKD/20
Jeevanshri Raktapedi,Maharashtra,JALGAON,Jalgaon,"Ist Floor, Rasmanju Complex, Bhagwat Road, Amalner ",425401,,9226894187,,,Dr.Bhimrao R. Baviskar sir,9226894187,9226894187,jsbbamalner@gmail.com,Charity,NKD-32
Dhanwantri Blood Bank,Maharashtra,JALGAON,Jalgaon,"H. No. 5/464/1, T. P. Scheme, No-1, Survey No 124/1/3A Plot No. 777/3, Jamner Road, Rangoli Hotel, Jawal Anand Nagar Bhusawal, Jalgaon ",425201,02582 243243,"09326728048, 07588053642",,bloodbank308@yahoo.com,Dr. Pravin Narayan Mahajan  ,"02582 243243, 02582 243000, 09326728048",9326728048,"bloodbank308@yahoo.com ,dhanawantaribbbsl@hotmail.com, mahajanpath@hotmail.com",Charity,NKD/34
Godavari Foundation Blood Bank,Maharashtra,JALGAON,Jalgaon,"Hospital Building, 2nd Floor, Gate No. 315/316/321/305 Jalgaon - Bhsawal Road, N.H. No. 6,  Jalgaon (kh) ",425309,"0257 3058539, 0257 3058526",9822771478,,,Dr. Umesh Kolhe,0257 3058539,9822771478,"dupmcj@yahoo.in, itsmeumeshkolhe@gmail.com",Charity,NKD/36
Indian Red Cross Society Blood Bank,Maharashtra,JALGAON,Jalgaon,"Near Civil Hospital, Athwadi Bazar, Opposite to B.J.Market, Jalgaon",425001,"0257 2226233, 0257 2236255, 0257 2235855",9422296753,,ircs_jal@yahoo.in,"Dr. Prakash A. Sanghavi, Dr.Prakash B. Jain","0257 2226233, 0257 2235855",9422296753,ircs_jal@yahoo.in,Charity,NKD/58                      
M/s. Jalgaon Blood Bank and Component,Maharashtra,JALGAON,Jalgaon,"Near Mahesh Pragati Bhavan, Ring Road, Jalgaon",425002,0257 2222278,"09156313025, 09156313026",,jalgaon.bb@gmail.com,,7304955454,,"bb_jalgaon@yahoo.com,",Charity,NKD/57
Askaran Tarachand Jain Blood Bank,Maharashtra,JALGAON,Jalgaon,"Jawahar Market, First Floor, Near Police Station Chopda, Jalgaon",425107,"02586 221019, 02586 220457, 02586 220468",9423188110,,,Dr. Dilip V. Salunke,02586 221019,9423188110,"kiranslohar77@gmail.com,",Charity,NKD/19
Civil Surgeon General Hospital Blood Bank,Maharashtra,JALNA,Jalna,"Balod Bank Survey No-488, Infront of Collector Office, Civil Hospital, Jalna  ",431203,"02482 224381, 02482 224393",9422219635,,,,,,,Government,
Jankalyan Blood Bank,Maharashtra,JALNA,Jalna,"Wing No. 03, S. No. 224, Shri Chatrapati Shivaji Maharaj Bazar Sankul, Old Cotton Market Yard",431203,"02482 238397, 02482 243085, 02482 232407",9822215625,,jalnajankalyan@gmail.com,Dr. Sandeep Kulkarni ,"02482 238397, 02482 243085",9822215625, jalnajankalyan@gmail.com,Charity,AD/BB/25 
Noor Hospital Blood Bank,Maharashtra,JALNA,Jalna,"Aurangabad - Jalna Road, Warudi, Tq- Badnapur, Jalna",431202,02482 222515,9960336003,,"iimsk11@gmail.com, iimsr11@gmail.",Dr. Jaya Baviskar          ,"02482 222515, 02482 636480 ","09860577818, 09960336003 ","iimsk11@gmail.com, iimsr11@gmail.com",Charity,AD/BB/28 
Rajashri Chatrapati Shahu Maharaj Government Medical College and Chatrapati Pramilaraje General Hospital Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"Dasara Chowk, Somwar Peth, C. P. R. Hospital Compound, Kolhapur
",416001,0231 2644337,9175823219,,rcsmgmc.cprbloodbank@gmail.com,Dr. Aprna Kulakarni,0231 2644337,9175823219,rcsmgmc.cprbloodbank@gmail.com,Government,pd/55
Late Balasaheb Datye - Lions Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"5/468, Datye Mala, Lions Park,  Ichalkaranji, Tal-Hatkanangale, Kolhapur
",416115,0230 2436130,9860858918,,lbbank89@gmail.com,Dr. Vitthal G. Kulkarni,0230 2436130,9860858918,lbbank89@gmail.com,Charity,F-28/1014
Rajarshi Shahu Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"Rotary Samaj Seva Centre, 253, K.E.Assembly Road, Kolhapur
",416002,0231 2651640 ,9923138264,,rsbbkop@gmail.com,Dr. Akshata Ravindra Pawar ,0231 2651640 ,9923138264,"rsbbkop@gmail.com, rsbbkop@yahoo.com,",Charity,P.D. 29 (F28)
Mahatma Gandhi Hospital Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"At Post - New Pargaon, TQ-Hatkanangale, Kolhapur",416137,"0230 2477081, 0230 2477082, 0230 2477083,  0230 2477308, 0230 2477309  ",9823427765,,mghbbnewpargaon@gmail.com,Dr. Arjun Bhauso Sutar ,"0230 2477081, 0230 2477082, 0230 2477083, 0230 2477308, 0230 2477309  ",9823427765,"savitrinath1@gmail.com, www.waranahealth.com, mghbbnewpargaon@gmail.com,",Charity,PD-10
Annasaheb Galatge Lions Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"Doctor&#39;s Colony, Gadhinglaj, Kolhapur",416502,"02327 223100, 02327 226355",9970222605,,annasahebg@gmail.com,Dr. Subhash S. Patil,"02327 223100, 02327 226355",9970222605,"annasahebg@gmail.com,",Charity,PD/22
Acharya Shree Tulsi Blood Bank ,Maharashtra,KOLHAPUR,Kolhapur,"Gate No.1232 Sangli - Kolhapur Road, Jaysingpur Udgaon, Kolhapur
",416101,"02322 227955, 02322 228455",9423337545,,tulsiblood@rediffmail.com,Dr. Rutuja S Pujari ,"02322 227955, 02322 228455",9423337545,"tulsiblood@rediffmail.com,",Charity,PD/27
Dr. D. Y. Patil Hospital Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"Kadamwadi, Kolhapur",416003,"0231 2653286, 0231 2651027",9422520357,,dypihbt@yahoo.com,Dr. R. M. Deshmukh,"0231 2653286, 0231 2653287, 0231 2655661, 0231 2655662, 0231 2655663",9326897048,dyph100@gmail.com,Charity,PD/33    
Arpan Blood Bank - Blood Component and Apheresis Centre Kolhapur,Maharashtra,KOLHAPUR,Kolhapur,"1st Floor, Saroj Appartment, Subhash Road 1315, &#39;C&#39; Ward,  Opposite to Shramik Bhavan, Laxmipuri, Kolhapur",416001,"0231 2640588, 0231 2640599, 0231 6617208","08605757555, 0231 2640588 to 2640599",,babasahebaghav@gmail.com,Dr. R. C. Chinchnikar,0231 2640588 to 2640599,8605757555,babasahebaghav@gmail.com,Charity,PD/52
Sai Seva Medical Foundation - Vaibhavlaxmi Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"1036/A, E- Ward, 1st  Floor, Deccan Engineering, Opposite to Parvati Multiplex, Rajaram Road, Kolhapur
",416001,"0231 6454949, 0231 2664949",9422047480,,,Dr. Vandana Pawar,"0231 6454949, 0231 2664949",9422047480,"muneshkolhe@rediffmail.com, anmolkamat@gmail.com",Charity,PD/54
Kolhapur Municipal Corporation Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"C.T.S. 83 D-Ward, Near Kasba Gate Police, Chowky, Kolhapur
",416002,0231 2541870,9420493125,,kmcbloodbank@ymail.com,Dr .Sanjana Sandesh Bhagdi  ,0231 2541870,9420493125,kmcbloodbank@ymail.com,Charity,840
Vande Mataram Samajik Samstha&#39;s - Jeevandhara Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"1648 E- Ward Saidarshan Hights , Opposite to Sarada Medical, Chandrakanth Candre Kalasangrahalay, Rajarampuri, 7th Lane, Kolhapur
",416008,"0231 2526363, 0231 2522223",9422047156,,sjivandhara@yahoo.com,Dr. P. V. Gadve ,"0231 2526363, 0231 2522223",9422047156,"sjivandhara@yahoo.com,",Charity,PD/64
Sanjeevan Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"250/B/65  First Floor, Lucky Naresh Banglow, Opposite to Collector Office, Nagala Park, Kolhapur, 
",416002,"0231 2668031, 0231 2668032",9371782825,,ssfarakte@yahoo.in,Dr. Priti Rajput,"0231 2668031, 0231 2668032",9371782825,"ssfarakte@yahoo.in,",Charity,PD/61
Shri.R.R.Patil Shikashan Sheti sanshodhan Aani vikas sanstha Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,"M/s Adhar Blood Bank, 1st Floor, C.S. No. 16432 / 1, H No. 12/966, C/o. Dr. Dilip Joshi Hospital, Sambhaji Chowk, Rajaram Road, Ichalkaranji, Tal - Hatkanangle, Kolhapur",416115,"0230 2430073, 0230 2430074",9823536364,,adharbbi@gmail.com,Dr. Mahadev Mane  ,"0230 2430073, 0230 2430074",9823536364,"satishmete8888@gmail.com, adharbbi@gmail.com",Charity,PD/73
Government Medical College General Hospital Blood Bank,Maharashtra,LATUR,Latur,"Blood Bank, Government Medical College & Hospital, Old Railway Station,  Gandhi Chowk, Latur",413512,"02382 257670, 02382 253017",9881417339,,"bloodbankgmclatur@yahoo.co.in, csnrhmlatur@rediffmail.com",Dr. Gette K.S.   ,02382 257670 ,9881417339,"keshavgitte@yahoo.co.in, bloodbankgmclatur@yahoo.co.in, csnrhmlatur@rediffmail.com ",Government,28/971  
IRCS - Dr. Bhalchandra Blood Bank,Maharashtra,LATUR,Latur,"Red Cross Bhavan, Gandhi Market, Latur ",413512,"02382 246078, 02382 254994",9421196909,,"ircslatur@gmail, bhalbloodbank@rediffmail.com",Dr.J.S.Kulkarni     ,"02382 246078, 02382 257273",9421375306,"bhalbloodbank@rediffmail.com, ircslatur@gmail.com",Charity,28-C/886 
Smt. Saraswati Karad Blood Bank,Maharashtra,LATUR,Latur,"MIMSR Medical College and Y.C.R. Hospital, Vishwanath Puram,  Ambejogai Road, Latur",413512,"02382 227424, 02382 227028 (Extn. 242)","09422968442, 09421375504",,bloodbank@mimsr.edu.in,Dr. Meena A. Sonwane,"02382 227424, 02382 227028","09422968442, 09421375504",meenasonwane02@gmail.com,Charity,AD/BB/013
IRCS Nagappa Amberkhane Blood Bank,Maharashtra,LATUR,Latur,"Banshelki Road Near Nalegaon Railway Crossing Gate Udgir, Latur ",413517,02385 258325,9405050145,,bloodbankudgir@yahoo.com,Dr. B. M. Shetkar                                               ,02385 258325,9422185125,bloodbankudgir@yahoo.com,Charity,AD/BB/019  
Arpan Blood Bank Latur,Maharashtra,LATUR,Latur,"H.No R-3-1030,  Old Sonawane Hospital, Near  Ashok Hotel, Main Road, Latur",413512,"02382 251476, 02382 252476",7507771532,,balbhim.chavan@arpanbloodbank.org,Dr. Khanapure  ,"02382 251476, 02382 252476",7507771532,balbhim.chavan@arpanbloodbank.org,Charity,AD/BB/21 
Mauli Blood Bank,Maharashtra,LATUR,Latur,"Gayatri Hospital, Barshi Road, Latur ",413512,02382 224000,8275599777,,maulibloodbanklatur@gmail.com,Dr. Umakant Jadhav  ,02382 224000 ,8275599777,"umakantjadhav78@gmail.com, maulibloodbanklatur@gmail.com",Charity,AD/BB/34 
Global Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"No. 35, Dr. Ernest Borges Road, Hospital Avenue, 
Opposite to Shirodkar High School, Parel, Mumbai.",400012,"022 67670101, 022 67670342",9820168514,,,Dr. Rajeev Nikte ,022 67670341,9820168514,rajeev.nikte@globalhospitalsindia.com,Private,MH004747 
ACTREC,Maharashtra,MUMBAI,Mumbai,"Department of Transfusion Medicine, ACTREC, 
Tata memorial centre, 
Sector 22 Kharghar, 
Navi Mumbai.",410210,"022 27405000, Ext 5515;                                  Direct No. 022 27405073",7498193900,N/A,,,,,,Government,
Deepak Foundation&#39;s Anviksha Blood Bank,Maharashtra,MUMBAI,Mumbai,"Paras Darshan, M. G. Road, Ghatkopar, (E) Mumbai ",400077,"022 21026290, 022 21025927",9820635253,,,Dr. Devang R. Shah,022 21025927,9820144154,anvikshabb@hotmail.com,Charity,MH004731 - 28 C
Ashirwad Blood Bank,Maharashtra,MUMBAI,Mumbai,"Imperial Mahal, 2nd Floor  Above Shabana Stores, Khodadad Circle, Dr. B. A. Ambedkar Road, Dadar TT,  Mumbai",400014,"022 24154826, 022 24154827",9820000236,,,Dr. Usha Agarwal ,"022 24154826, 022 32954225",982000023,uma52@rediffmail.com,Charity,36/28-C
Asian Heart Institute and Research Center,Maharashtra,MUMBAI,Mumbai,"ICICI Tower,  Bandra Kurla Complex, Bandra (E) Mumbai",400051,"022 66986666, 022 26508487",9820434775,,,Dr..Archana Pednekar  ,022 6698 6570,9820434775," archana.pednekar@ahirc.com, bloodbank@ahirc.com",Private,28-C:39  
B.S.E.S M.G. Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Rotary D. G. Goenka Blood Bank, Near Railway Station Andheri (W), Mumbai",400058,"022 66487576, 022 66487577, 022 66487578, 022 26283557",9819456505,,, Dr. T. Danatara ,"022 66487576, 022 26283557  ",9819456505,"dr_yoginipatel@yahoo.com, bloodbank@ghrc_bk.org",Charity,28C40
Bandra Holy Family Hospital Society Blood Bank,Maharashtra,MUMBAI,Mumbai,"Saint Andrews Road, Bandra, Mumbai",400050,"022 30610300, 022 30610555, 022 26518373",9892845140,,,Dr. Joyce E. Regi          ,"022-30610300, 022 30610555",,dr.joyceregi@gmail.com,Charity,13/28-C 
Bhabha Atomic Research Centre Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"BARC Hospital, Anushakti Nagar Mumbai",400094,"022 25598353, 022 25598361, 022 25558494 ",9619920707,,,Dr. Veena Arora  ,"022 25598353, 022 25598361",098208 87073,"aroraveena@yahoo.com, bb220.barch@gmail.com",Government,14/28-C
Bhatia General Hospital and Blood Bank,Maharashtra,MUMBAI,Mumbai,"Tukaram Javji Road, Tardeo, Mumbai",400007,"022 66660656, 022 66660032",,,,,,,,,
Bombay Hospital Trust Blood Bank,Maharashtra,MUMBAI,Mumbai,"12, New Marine Lines Mumbai",400020,022 22067676,9820302628,,,Dr. Maya Parihar,"022 22067676 (Extn. 215, 216, 238)",9820302628,maya@parihar.com,Charity,17/28-C  
Borivali Blood Bank (Doshi Memorial Charitable Trust),Maharashtra,MUMBAI,Mumbai,"3,4,5, Vithal Apartment, Near Ram Mandir, Mandpeshwar Road, Opposite, Flyover,  Borivali (w) ",400103,"022 28936203, 022 28935219",9821052413,,,"Dr. Dinesh P. Vyas, Mr. Dinesh Asher","022 28936203, 022 28935219","09967460014, 09821052413, 09820263722",borivalibloodbank99@yahoo.com,Charity,MH004616 
Breach Candy Hospital And Research Centre Blood Bank,Maharashtra,MUMBAI,Mumbai,"60 A, Bhulabhai Desai Road, Mumbai",400026,"022 23667811, 022 23872666",9820286291,,,Dr. Anna Thomas  ,"022 23667820, 022 23667811, 022 23667842, 022 23667868",9820286291,"drthomasa@breachcandyhospital.org, bloodbank@breachcandyhospital.org, drthomasa@breachcandyhospital.org, saviod@breachcandyhospital.org",Charity,28-C 1079 
B. Y. L. Nair Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"New OPD Building. 2nd Floor, Dr. A. L. Nair Road Mumbai Central, Mumbai ",400008,"022 23027644, 022 23027645, 022 23098150",9820887694,,,Dr. Mrs. Nitin Madhav Vallvi,"022 23027644, 022 23027645",8879334904,"nairbloodbank@yahoo.com, nitinvalvi@rediffmail.com",Government,28C / 242  
Cama and Albles Hospital - Abdul Fazalbhoy Blood Bank,Maharashtra,MUMBAI,Mumbai,"Mahapalika Marg, Mumbai CST",400001,"022 22611667, 022 22611654, 022 22611647 (Extn. 319)                         022 22611648",9867798441,,,Dr. Vikash maindad   ,022 22611648,9867798441,"drvikasmaindad@gmail.com, bb214@mahasbtc.com",Government,1093
Cumbala Hill Hospital And Heart Institute Blood Bank,Maharashtra,MUMBAI,Mumbai,"93-95, August Kranti Maidan, Mumbai",400036,"022 23803674, 022 23803336, 022 23514740, 022 23511551   ",9821097083,,,Dr. Vivek G. Shirguppi ,"022 23803674, 022 23803336",9892845140,"vivekshirguppi@yahoo.co.in, chh@vsnl.com",Charity,1078
Dr. Babasaheb Ambedkar Memorial Hospital - Central Railway Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Central Railway Byculla, (E) Mumbai",400027,"022 23791964, 022 23717246, 022 67452926, 022 67452950, 022 23726588",,,,,,,,,
Dr. L. H. Hiranandani Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Hill Side Avenue, Hiranandani Gardens, Powai ",400076,"022 25763355, 022 25763356, 022 25763357, 022 25763344, 022 25763311",9619597757,,,Dr. Lincy Jacob,"022 25763355, 022 25763356, 022 25763357",9619597757,lincy.jacob@hiranandanihospital.org,Charity,28 C-44
ESIC Model Hospital cum ODC Blood Bank,Maharashtra,MUMBAI,Mumbai,"Room No. 20/A, 1st Floor, ESIC Model Hospital cum ODC & PGIMSR, Central Road, M.I.D.C, Opposite to MIDC Police Station, Andheri (East), Mumbai ",400 093,022 28321361,8691853888,,esicbloodbank.andheri93@gmail.com,Dr. Prashant Kumavat,022 28321361 ,8691853888,"esicbloodbank.andheri93@gmail.com, dr.sujatap.sonawane@esic.in",Government,MH004679 
Fortis Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Mulund Goregaon Link Road, Nahur , Mumbai ",400078,"022 67994370, 022 43654374",9519298226,,bloodbank.mul@fortishealthcare.com,Dr. MINI AGRAWAL,"022 67994370, 022 67994374",9519298226,mini.agrawal@fortishealthcare.com,Private,28C-41  
G. T. Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Near L.T.Marg Police Station, Mumbai",400001,"022 22031111, 022 22621468 (Extn. 1351)",7738645537,,,Dr. Mallika Premraj                                             ,"022 22621468, 09821437137  ",8689923279,mallikapramraj@gmail.com,Government,
Hematology Laboratory Blood Bank,Maharashtra,MUMBAI,Mumbai,"Parekh House, Ground Floor,
14 Mama Parmanand Marg, 
Mumbai.",400004,022 23691297,9820070001,N/A,,Dr. Sunil Parekh,022 23649913,9820070001,parekhsp@vsnl.com,Private,1-28C
Harilal Bhagwati Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"S. V. P. Road, Borivali-W, Mumbai",400103,"022 28932461, 022 28932462, 022 28932463 (Extn.205, 409)",9820368493,,,Dr. Navnath Jadhav    ,"022 28932461, 022 28932462, 022 28932463 ",9820368493,"drnnjadhav67@gmail.com, bhagwatihospital@yahoo.co.in",Government,1049
Suburban Hi-tech Blood Bank,Maharashtra,MUMBAI,Mumbai,"Shagun Building, 2nd Floor, 206, Rani Sati Road, Malad (E)",400097,"022 28714060, 022 28714070",9004437823,,,Dr. Rajkumar Rawlani                          ,"022 28714060, 022 28714070",9823244573,"rawlani_rajkumar@yahoo.com, suburban.hitech@yahoo.com",Private,MH004618  
Holy Spirit Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Mahakali  Road, Andheri (E), Mumbai",400093,"022 28200353, 022 28248505",9869449892,,,Dr. Manisha Kamat ,"022 28200353, 022 28248500 (Extn.141)",9869449892,"holyspirit_bloodbank@yahoo.in, kamatmanisha@yahoo.com",Charity,28c/1121   
Indian Red Cross Society Bombay City Branch Blood Bank,Maharashtra,MUMBAI,Mumbai,"Blood Centre, 141, Shahid Bhagatsingh Road, Town Hall Compound, Near R.B.I. Fort",400001,"022 40500400, 022 22663560, 022 22663195, 022 22677448",9819424404,,,Dr. Mrs. N. K. Naidu ,022 40500400,9819424404,"brcbc@gmail.com, narinder.naidu@yahoo.com, brcbc@y.mail.com ",Charity,21
INS - Ashwini Blood Bank,Maharashtra,MUMBAI,Mumbai,"Near R. C. Church, Colaba, Mumbai",400005,022 22151666 (Extn. 3764),9819069863,,,Surg.Cor.Kavita Anand  ,"022 22173765, 022 22173764, 022 22181438",9819069863, inhsasvinibloodbank@gmail.com,Government,28-C/1103  
Jaslok Hospital And Research Centre Blood Bank,Maharashtra,MUMBAI,Mumbai,"15, Dr. G. Deshmukh Marg, Mumbai",400026,"022 66573434, 022 66573035",9321793987,,,Dr. Harish S. Ahuja ,022 66573434,9967959560,"hahuja@jaslokhospital.net, info@jaslokhospital.net",Charity,491/C
K. B. Bhabha General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"R. K. Patkar Marg, Bandra (W), Mumbai",400050,"022 26422541, 022 26422775, 022 26405226 (Extn. 4103, 4104)",9820076632,,,Dr. Shashikala A. Nadkarni,"022 26422775 (Extn. 4103, 4104)",9503177219,bhabha.bandra@gmail.com,Government,1066
K. J. Somaiya Medical College and Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Somaiya Ayurvihar Complex, Eastern Express Highway, Sion, Mumbai ",400022,"022 24024671, 022 24020946, 022 24091855      ",9819426169,,,Dr. Pradnya Kulkarni    ,"022 24024671, 022 24090253 (Extn. 2013)",9819426169,pradnya@somaiya.edu,Charity,28-C / 31  
